Date,Close,Ticker
2022-12-02,28.35940933227539,INTC
2022-12-05,28.12798309326172,INTC
2022-12-06,27.57834243774414,INTC
2022-12-07,27.31798553466797,INTC
2022-12-08,27.424060821533203,INTC
2022-12-09,27.2312068939209,INTC
2022-12-12,27.665132522583008,INTC
2022-12-13,27.703699111938477,INTC
2022-12-14,27.25048828125,INTC
2022-12-15,26.18014144897461,INTC
2022-12-16,25.958354949951172,INTC
2022-12-19,25.8330020904541,INTC
2022-12-20,25.49550437927246,INTC
2022-12-21,25.871572494506836,INTC
2022-12-22,25.042295455932617,INTC
2022-12-23,25.15800666809082,INTC
2022-12-27,25.013364791870117,INTC
2022-12-28,24.627655029296875,INTC
2022-12-29,25.273717880249023,INTC
2022-12-30,25.485862731933594,INTC
2023-01-03,25.7751407623291,INTC
2023-01-04,26.69120979309082,INTC
2023-01-05,26.57549476623535,INTC
2023-01-06,27.703699111938477,INTC
2023-01-09,28.26297950744629,INTC
2023-01-10,28.38833999633789,INTC
2023-01-11,28.78369140625,INTC
2023-01-12,29.207975387573242,INTC
2023-01-13,29.03440284729004,INTC
2023-01-17,28.542625427246094,INTC
2023-01-18,27.780841827392578,INTC
2023-01-19,27.404775619506836,INTC
2023-01-20,28.17619514465332,INTC
2023-01-23,29.188688278198242,INTC
2023-01-24,28.8511905670166,INTC
2023-01-25,28.63905143737793,INTC
2023-01-26,29.015117645263672,INTC
2023-01-27,27.15406036376953,INTC
2023-01-30,26.951566696166992,INTC
2023-01-31,27.25048828125,INTC
2023-02-01,28.031553268432617,INTC
2023-02-02,29.11154556274414,INTC
2023-02-03,29.236902236938477,INTC
2023-02-06,28.002227783203125,INTC
2023-02-07,28.353595733642578,INTC
2023-02-08,27.56301498413086,INTC
2023-02-09,27.06524085998535,INTC
2023-02-10,27.133562088012695,INTC
2023-02-13,27.865583419799805,INTC
2023-02-14,27.95342445373535,INTC
2023-02-15,28.158390045166016,INTC
2023-02-16,27.52397346496582,INTC
2023-02-17,26.948118209838867,INTC
2023-02-21,25.435272216796875,INTC
2023-02-22,24.859416961669922,INTC
2023-02-23,24.996063232421875,INTC
2023-02-24,24.537328720092773,INTC
2023-02-27,24.303081512451172,INTC
2023-02-28,24.332365036010742,INTC
2023-03-01,24.722774505615234,INTC
2023-03-02,25.57192039489746,INTC
2023-03-03,25.76712417602539,INTC
2023-03-06,25.366952896118164,INTC
2023-03-07,24.917980194091797,INTC
2023-03-08,25.357192993164062,INTC
2023-03-09,25.80616569519043,INTC
2023-03-10,26.567466735839844,INTC
2023-03-13,26.303939819335938,INTC
2023-03-14,27.338525772094727,INTC
2023-03-15,27.728939056396484,INTC
2023-03-16,29.45650863647461,INTC
2023-03-17,29.09537696838379,INTC
2023-03-20,28.460960388183594,INTC
2023-03-21,27.777738571166992,INTC
2023-03-22,27.455650329589844,INTC
2023-03-23,28.334077835083008,INTC
2023-03-24,28.656166076660156,INTC
2023-03-27,28.480480194091797,INTC
2023-03-28,28.58784294128418,INTC
2023-03-29,30.764385223388672,INTC
2023-03-30,31.32071876525879,INTC
2023-03-31,31.88681411743164,INTC
2023-04-03,32.101539611816406,INTC
2023-04-04,32.30649948120117,INTC
2023-04-05,32.04298400878906,INTC
2023-04-06,32.02346420288086,INTC
2023-04-10,31.74041175842285,INTC
2023-04-11,31.574481964111328,INTC
2023-04-12,31.252397537231445,INTC
2023-04-13,31.359760284423828,INTC
2023-04-14,31.125511169433594,INTC
2023-04-17,31.36952018737793,INTC
2023-04-18,31.066951751708984,INTC
2023-04-19,30.40325355529785,INTC
2023-04-20,30.120206832885742,INTC
2023-04-21,29.573631286621094,INTC
2023-04-24,28.948970794677734,INTC
2023-04-25,28.187671661376953,INTC
2023-04-26,28.353595733642578,INTC
2023-04-27,29.144180297851562,INTC
2023-04-28,30.31540870666504,INTC
2023-05-01,29.573631286621094,INTC
2023-05-02,29.056337356567383,INTC
2023-05-03,29.915241241455078,INTC
2023-05-04,30.61595916748047,INTC
2023-05-05,30.370952606201172,INTC
2023-05-08,30.155345916748047,INTC
2023-05-09,29.49873161315918,INTC
2023-05-10,29.371326446533203,INTC
2023-05-11,28.28350067138672,INTC
2023-05-12,28.3717041015625,INTC
2023-05-15,29.204723358154297,INTC
2023-05-16,28.636310577392578,INTC
2023-05-17,28.293302536010742,INTC
2023-05-18,29.087121963500977,INTC
2023-05-19,29.33212661743164,INTC
2023-05-22,29.675134658813477,INTC
2023-05-23,28.920516967773438,INTC
2023-05-24,28.420705795288086,INTC
2023-05-25,26.8526668548584,INTC
2023-05-26,28.420705795288086,INTC
2023-05-30,29.390928268432617,INTC
2023-05-31,30.81196403503418,INTC
2023-06-01,30.508155822753906,INTC
2023-06-02,30.684558868408203,INTC
2023-06-05,29.263525009155273,INTC
2023-06-06,30.341550827026367,INTC
2023-06-07,30.655160903930664,INTC
2023-06-08,31.18437385559082,INTC
2023-06-09,30.713960647583008,INTC
2023-06-12,32.409400939941406,INTC
2023-06-13,33.23262405395508,INTC
2023-06-14,34.86927032470703,INTC
2023-06-15,35.104469299316406,INTC
2023-06-16,35.64348220825195,INTC
2023-06-20,34.30084991455078,INTC
2023-06-21,32.242801666259766,INTC
2023-06-22,32.05659103393555,INTC
2023-06-23,32.34080505371094,INTC
2023-06-26,32.674007415771484,INTC
2023-06-27,33.418827056884766,INTC
2023-06-28,32.8994140625,INTC
2023-06-29,32.252601623535156,INTC
2023-06-30,32.77200698852539,INTC
2023-07-03,32.94841766357422,INTC
2023-07-05,31.860586166381836,INTC
2023-07-06,31.331377029418945,INTC
2023-07-07,31.213775634765625,INTC
2023-07-10,32.086002349853516,INTC
2023-07-11,32.63480758666992,INTC
2023-07-12,33.30122756958008,INTC
2023-07-13,33.193416595458984,INTC
2023-07-14,32.48780822753906,INTC
2023-07-17,33.68342971801758,INTC
2023-07-18,33.81083679199219,INTC
2023-07-19,33.77163314819336,INTC
2023-07-20,32.70341110229492,INTC
2023-07-21,33.34042739868164,INTC
2023-07-24,32.95821762084961,INTC
2023-07-25,33.418827056884766,INTC
2023-07-26,33.673641204833984,INTC
2023-07-27,33.859840393066406,INTC
2023-07-28,36.094295501708984,INTC
2023-07-31,35.05546951293945,INTC
2023-08-01,35.084869384765625,INTC
2023-08-02,33.703033447265625,INTC
2023-08-03,34.1734504699707,INTC
2023-08-04,34.56195068359375,INTC
2023-08-07,34.65046691894531,INTC
2023-08-08,34.44392395019531,INTC
2023-08-09,33.716094970703125,INTC
2023-08-10,34.10951614379883,INTC
2023-08-11,34.316062927246094,INTC
2023-08-14,35.09306716918945,INTC
2023-08-15,34.198036193847656,INTC
2023-08-16,32.978431701660156,INTC
2023-08-17,32.044063568115234,INTC
2023-08-18,32.21126174926758,INTC
2023-08-21,32.594852447509766,INTC
2023-08-22,32.348960876464844,INTC
2023-08-23,33.4210319519043,INTC
2023-08-24,32.053897857666016,INTC
2023-08-25,32.70303726196289,INTC
2023-08-28,33.066951751708984,INTC
2023-08-29,33.745601654052734,INTC
2023-08-30,33.96198272705078,INTC
2023-08-31,34.56195068359375,INTC
2023-09-01,36.00777053833008,INTC
2023-09-05,36.10612106323242,INTC
2023-09-06,36.37167739868164,INTC
2023-09-07,37.55194091796875,INTC
2023-09-08,37.384735107421875,INTC
2023-09-11,37.955196380615234,INTC
2023-09-12,38.220760345458984,INTC
2023-09-13,38.07322311401367,INTC
2023-09-14,38.033878326416016,INTC
2023-09-15,37.256874084472656,INTC
2023-09-18,37.36506652832031,INTC
2023-09-19,35.742210388183594,INTC
2023-09-20,34.11935043334961,INTC
2023-09-21,34.08000946044922,INTC
2023-09-22,33.617740631103516,INTC
2023-09-25,33.725929260253906,INTC
2023-09-26,33.273502349853516,INTC
2023-09-27,34.040672302246094,INTC
2023-09-28,34.60129165649414,INTC
2023-09-29,34.96520233154297,INTC
2023-10-02,34.87668228149414,INTC
2023-10-03,35.10289764404297,INTC
2023-10-04,35.338951110839844,INTC
2023-10-05,35.29960632324219,INTC
2023-10-06,35.59467697143555,INTC
2023-10-09,35.466819763183594,INTC
2023-10-10,35.830726623535156,INTC
2023-10-11,36.2733268737793,INTC
2023-10-12,36.23398208618164,INTC
2023-10-13,35.3782958984375,INTC
2023-10-16,35.958587646484375,INTC
2023-10-17,35.466819763183594,INTC
2023-10-18,35.05372619628906,INTC
2023-10-19,35.083229064941406,INTC
2023-10-20,34.34556198120117,INTC
2023-10-23,33.29316711425781,INTC
2023-10-24,34.020999908447266,INTC
2023-10-25,32.28995132446289,INTC
2023-10-26,31.98504638671875,INTC
2023-10-27,34.95537185668945,INTC
2023-10-30,35.10289764404297,INTC
2023-10-31,35.899574279785156,INTC
2023-11-01,36.67658233642578,INTC
2023-11-02,37.079837799072266,INTC
2023-11-03,37.512596130371094,INTC
2023-11-06,37.448455810546875,INTC
2023-11-07,38.25761795043945,INTC
2023-11-08,37.418853759765625,INTC
2023-11-09,37.30044174194336,INTC
2023-11-10,38.346435546875,INTC
2023-11-13,37.72475814819336,INTC
2023-11-14,38.889163970947266,INTC
2023-11-15,40.07330322265625,INTC
2023-11-16,42.77709197998047,INTC
2023-11-17,43.231014251708984,INTC
2023-11-20,44.14872360229492,INTC
2023-11-21,43.063262939453125,INTC
2023-11-22,43.09286117553711,INTC
2023-11-24,43.3790283203125,INTC
2023-11-27,43.4974479675293,INTC
2023-11-28,43.64546203613281,INTC
2023-11-29,44.3460807800293,INTC
2023-11-30,44.1092529296875,INTC
2023-12-01,43.16194152832031,INTC
2023-12-04,41.79030990600586,INTC
2023-12-05,41.365989685058594,INTC
2023-12-06,40.72458267211914,INTC
2023-12-07,41.59295654296875,INTC
2023-12-08,42.135684967041016,INTC
2023-12-11,43.95136642456055,INTC
2023-12-12,43.45797348022461,INTC
2023-12-13,43.98097229003906,INTC
2023-12-14,44.582908630371094,INTC
2023-12-15,45.549957275390625,INTC
2023-12-18,45.08616256713867,INTC
2023-12-19,46.04335021972656,INTC
2023-12-20,45.155242919921875,INTC
2023-12-21,46.457801818847656,INTC
2023-12-22,47.365638732910156,INTC
2023-12-26,49.83259963989258,INTC
2023-12-27,50.08916091918945,INTC
2023-12-28,49.724056243896484,INTC
2023-12-29,49.58590316772461,INTC
2024-01-02,47.16828536987305,INTC
2024-01-03,46.428192138671875,INTC
2024-01-04,46.25057601928711,INTC
2024-01-05,46.27030944824219,INTC
2024-01-08,47.809696197509766,INTC
2024-01-09,47.41497802734375,INTC
2024-01-10,46.842647552490234,INTC
2024-01-11,47.01039505004883,INTC
2024-01-12,46.49726486206055,INTC
2024-01-16,46.43806838989258,INTC
2024-01-17,45.45127868652344,INTC
2024-01-18,46.122291564941406,INTC
2024-01-19,47.51365661621094,INTC
2024-01-22,47.582733154296875,INTC
2024-01-23,48.24387741088867,INTC
2024-01-24,48.44123458862305,INTC
2024-01-25,48.89515686035156,INTC
2024-01-26,43.07312774658203,INTC
2024-01-29,43.260616302490234,INTC
2024-01-30,42.35277557373047,INTC
2024-01-31,42.51066207885742,INTC
2024-02-01,42.786964416503906,INTC
2024-02-02,42.0369987487793,INTC
2024-02-05,42.20475769042969,INTC
2024-02-06,42.29877853393555,INTC
2024-02-07,42.33836364746094,INTC
2024-02-08,42.061256408691406,INTC
2024-02-09,42.862892150878906,INTC
2024-02-12,43.57545852661133,INTC
2024-02-13,42.714439392089844,INTC
2024-02-14,43.73380661010742,INTC
2024-02-15,43.595252990722656,INTC
2024-02-16,43.060829162597656,INTC
2024-02-20,44.060401916503906,INTC
2024-02-21,43.021244049072266,INTC
2024-02-22,42.53630065917969,INTC
2024-02-23,42.54619598388672,INTC
2024-02-26,42.54619598388672,INTC
2024-02-27,42.28887939453125,INTC
2024-02-28,41.5565185546875,INTC
2024-02-29,42.60557556152344,INTC
2024-03-01,43.36763000488281,INTC
2024-03-04,45.13915252685547,INTC
2024-03-05,42.714439392089844,INTC
2024-03-06,44.05050277709961,INTC
2024-03-07,45.67357635498047,INTC
2024-03-08,43.54576873779297,INTC
2024-03-11,44.39689254760742,INTC
2024-03-12,44.772972106933594,INTC
2024-03-13,42.78371810913086,INTC
2024-03-14,42.30867385864258,INTC
2024-03-15,42.199806213378906,INTC
2024-03-18,42.26908874511719,INTC
2024-03-19,41.61589813232422,INTC
2024-03-20,41.76435089111328,INTC
2024-03-21,41.982078552246094,INTC
2024-03-22,42.130531311035156,INTC
2024-03-25,41.39817428588867,INTC
2024-03-26,41.5565185546875,INTC
2024-03-27,43.318145751953125,INTC
2024-03-28,43.714012145996094,INTC
2024-04-01,44.060401916503906,INTC
2024-04-02,43.486385345458984,INTC
2024-04-03,39.91366195678711,INTC
2024-04-04,39.31985092163086,INTC
2024-04-05,38.31038284301758,INTC
2024-04-08,37.58791732788086,INTC
2024-04-09,37.934303283691406,INTC
2024-04-10,36.81597137451172,INTC
2024-04-11,37.24153137207031,INTC
2024-04-12,35.321556091308594,INTC
2024-04-15,35.935157775878906,INTC
2024-04-16,35.88566970825195,INTC
2024-04-17,35.31166076660156,INTC
2024-04-18,34.67826843261719,INTC
2024-04-19,33.84693908691406,INTC
2024-04-22,34.054771423339844,INTC
2024-04-23,33.92611312866211,INTC
2024-04-24,34.14384078979492,INTC
2024-04-25,34.74754333496094,INTC
2024-04-26,31.55088996887207,INTC
2024-04-29,31.036258697509766,INTC
2024-04-30,30.155445098876953,INTC
2024-05-01,30.05647850036621,INTC
2024-05-02,30.195032119750977,INTC
2024-05-03,30.581005096435547,INTC
2024-05-06,30.774776458740234,INTC
2024-05-07,30.486604690551758,INTC
2024-05-08,29.81089210510254,INTC
2024-05-09,29.90032386779785,INTC
2024-05-10,29.66183853149414,INTC
2024-05-13,30.317676544189453,INTC
2024-05-14,30.854272842407227,INTC
2024-05-15,31.072887420654297,INTC
2024-05-16,31.828094482421875,INTC
2024-05-17,31.629356384277344,INTC
2024-05-20,31.897653579711914,INTC
2024-05-21,31.5399227142334,INTC
2024-05-22,31.221940994262695,INTC
2024-05-23,29.8903865814209,INTC
2024-05-24,30.526351928710938,INTC
2024-05-28,30.86421012878418,INTC
2024-05-29,29.94007110595703,INTC
2024-05-30,29.99969482421875,INTC
2024-05-31,30.655534744262695,INTC
2024-06-03,30.099063873291016,INTC
2024-06-04,29.8407039642334,INTC
2024-06-05,30.585975646972656,INTC
2024-06-06,30.22824478149414,INTC
2024-06-07,30.546226501464844,INTC
2024-06-10,30.71515464782715,INTC
2024-06-11,30.7250919342041,INTC
2024-06-12,30.56610107421875,INTC
2024-06-13,30.26799201965332,INTC
2024-06-14,30.258056640625,INTC
2024-06-17,30.784713745117188,INTC
2024-06-18,30.436920166015625,INTC
2024-06-20,30.426984786987305,INTC
2024-06-21,30.894020080566406,INTC
2024-06-24,30.37729835510254,INTC
2024-06-25,30.546226501464844,INTC
2024-06-26,30.347488403320312,INTC
2024-06-27,30.397172927856445,INTC
2024-06-28,30.774776458740234,INTC
2024-07-01,30.645597457885742,INTC
2024-07-02,30.874147415161133,INTC
2024-07-03,31.033138275146484,INTC
2024-07-05,31.818159103393555,INTC
2024-07-08,33.77574157714844,INTC
2024-07-09,34.3719596862793,INTC
2024-07-10,34.65019226074219,INTC
2024-07-11,33.2888298034668,INTC
2024-07-12,34.27259063720703,INTC
2024-07-15,34.242774963378906,INTC
2024-07-16,34.12353515625,INTC
2024-07-17,34.242774963378906,INTC
2024-07-18,34.65019226074219,INTC
2024-07-19,32.7721061706543,INTC
2024-07-22,33.15964889526367,INTC
2024-07-23,32.7422981262207,INTC
2024-07-24,31.50017547607422,INTC
2024-07-25,30.90395736694336,INTC
2024-07-26,31.152381896972656,INTC
2024-07-29,30.63566017150879,INTC
2024-07-30,29.94007110595703,INTC
2024-07-31,30.546226501464844,INTC
2024-08-01,28.866878509521484,INTC
2024-08-02,21.3445987701416,INTC
2024-08-05,19.983234405517578,INTC
2024-08-06,19.704999923706055,INTC
2024-08-07,18.989999771118164,INTC
2024-08-08,20.489999771118164,INTC
2024-08-09,19.709999084472656,INTC
2024-08-12,19.360000610351562,INTC
2024-08-13,20.469999313354492,INTC
2024-08-14,19.920000076293945,INTC
2024-08-15,20.690000534057617,INTC
2024-08-16,20.8700008392334,INTC
2024-08-19,21.520000457763672,INTC
2024-08-20,20.989999771118164,INTC
2024-08-21,21.40999984741211,INTC
2024-08-22,20.100000381469727,INTC
2024-08-23,20.540000915527344,INTC
2024-08-26,20.1299991607666,INTC
2024-08-27,20.06999969482422,INTC
2024-08-28,19.610000610351562,INTC
2024-08-29,20.1299991607666,INTC
2024-08-30,22.040000915527344,INTC
2024-09-03,20.100000381469727,INTC
2024-09-04,19.43000030517578,INTC
2024-09-05,19.399999618530273,INTC
2024-09-06,18.889999389648438,INTC
2024-09-09,19.06999969482422,INTC
2024-09-10,18.979999542236328,INTC
2024-09-11,19.639999389648438,INTC
2024-09-12,19.360000610351562,INTC
2024-09-13,19.65999984741211,INTC
2024-09-16,20.90999984741211,INTC
2024-09-17,21.469999313354492,INTC
2024-09-18,20.770000457763672,INTC
2024-09-19,21.139999389648438,INTC
2024-09-20,21.84000015258789,INTC
2024-09-23,22.559999465942383,INTC
2024-09-24,22.809999465942383,INTC
2024-09-25,23.540000915527344,INTC
2024-09-26,23.920000076293945,INTC
2024-09-27,23.90999984741211,INTC
2024-09-30,23.459999084472656,INTC
2024-10-01,22.690000534057617,INTC
2024-10-02,22.389999389648438,INTC
2024-10-03,22.260000228881836,INTC
2024-10-04,22.59000015258789,INTC
2024-10-07,22.3799991607666,INTC
2024-10-08,23.31999969482422,INTC
2024-10-09,23.459999084472656,INTC
2024-10-10,23.219999313354492,INTC
2024-10-11,23.559999465942383,INTC
2024-10-14,23.440000534057617,INTC
2024-10-15,22.65999984741211,INTC
2024-10-16,22.309999465942383,INTC
2024-10-17,22.440000534057617,INTC
2024-10-18,22.770000457763672,INTC
2024-10-21,22.84000015258789,INTC
2024-10-22,22.399999618530273,INTC
2024-10-23,21.979999542236328,INTC
2024-10-24,22.34000015258789,INTC
2024-10-25,22.68000030517578,INTC
2024-10-28,22.920000076293945,INTC
2024-10-29,22.899999618530273,INTC
2024-10-30,22.299999237060547,INTC
2024-10-31,21.520000457763672,INTC
2024-11-01,23.200000762939453,INTC
2024-11-04,22.520000457763672,INTC
2024-11-05,23.31999969482422,INTC
2024-11-06,25.049999237060547,INTC
2024-11-07,26.229999542236328,INTC
2024-11-08,26.200000762939453,INTC
2024-11-11,25.049999237060547,INTC
2024-11-12,24.15999984741211,INTC
2024-11-13,24.920000076293945,INTC
2024-11-14,25.030000686645508,INTC
2024-11-15,24.350000381469727,INTC
2024-11-18,24.84000015258789,INTC
2024-11-19,24.200000762939453,INTC
2024-11-20,24.010000228881836,INTC
2024-11-21,24.440000534057617,INTC
2024-11-22,24.5,INTC
2024-11-25,24.8700008392334,INTC
2024-11-26,24.049999237060547,INTC
2024-11-27,23.649999618530273,INTC
2024-11-29,24.049999237060547,INTC
2024-12-02,23.93000030517578,INTC
2024-12-03,22.469999313354492,INTC
2024-12-04,21.959999084472656,INTC
2024-12-05,20.799999237060547,INTC
2024-12-06,20.920000076293945,INTC
2024-12-09,20.809999465942383,INTC
2024-12-10,20.15999984741211,INTC
2024-12-11,20.1200008392334,INTC
2024-12-12,20.780000686645508,INTC
2024-12-13,20.34000015258789,INTC
2024-12-16,20.829999923706055,INTC
2024-12-17,20.440000534057617,INTC
2024-12-18,19.299999237060547,INTC
2024-12-19,19.059999465942383,INTC
2024-12-20,19.520000457763672,INTC
2024-12-23,20.200000762939453,INTC
2024-12-24,20.399999618530273,INTC
2024-12-26,20.440000534057617,INTC
2024-12-27,20.299999237060547,INTC
2024-12-30,19.81999969482422,INTC
2024-12-31,20.049999237060547,INTC
2025-01-02,20.219999313354492,INTC
2025-01-03,20.559999465942383,INTC
2025-01-06,19.8700008392334,INTC
2025-01-07,20.010000228881836,INTC
2025-01-08,19.8799991607666,INTC
2025-01-10,19.149999618530273,INTC
2025-01-13,19.200000762939453,INTC
2025-01-14,19.200000762939453,INTC
2025-01-15,19.719999313354492,INTC
2025-01-16,19.670000076293945,INTC
2025-01-17,21.489999771118164,INTC
2025-01-21,21.770000457763672,INTC
2025-01-22,21.860000610351562,INTC
2025-01-23,21.56999969482422,INTC
2025-01-24,20.829999923706055,INTC
2025-01-27,20.290000915527344,INTC
2025-01-28,19.799999237060547,INTC
2025-01-29,19.75,INTC
2025-01-30,20.010000228881836,INTC
2025-01-31,19.43000030517578,INTC
2025-02-03,19.3799991607666,INTC
2025-02-04,19.290000915527344,INTC
2025-02-05,19.649999618530273,INTC
2025-02-06,19.3799991607666,INTC
2025-02-07,19.100000381469727,INTC
2025-02-10,19.770000457763672,INTC
2025-02-11,20.969999313354492,INTC
2025-02-12,22.479999542236328,INTC
2025-02-13,24.1299991607666,INTC
2025-02-14,23.600000381469727,INTC
2025-02-18,27.389999389648438,INTC
2025-02-19,25.719999313354492,INTC
2025-02-20,26.09000015258789,INTC
2025-02-21,24.8700008392334,INTC
2025-02-24,24.270000457763672,INTC
2025-02-25,22.989999771118164,INTC
2025-02-26,23.520000457763672,INTC
2025-02-27,23.09000015258789,INTC
2025-02-28,23.729999542236328,INTC
2025-03-03,22.739999771118164,INTC
2025-03-04,21.329999923706055,INTC
2025-03-05,20.809999465942383,INTC
2025-03-06,20.75,INTC
2025-03-07,20.639999389648438,INTC
2025-03-10,19.93000030517578,INTC
2025-03-11,19.780000686645508,INTC
2025-03-12,20.68000030517578,INTC
2025-03-13,23.700000762939453,INTC
2025-03-14,24.049999237060547,INTC
2025-03-17,25.690000534057617,INTC
2025-03-18,25.920000076293945,INTC
2025-03-19,24.1200008392334,INTC
2025-03-20,23.959999084472656,INTC
2025-03-21,24.260000228881836,INTC
2025-03-24,24.219999313354492,INTC
2025-03-25,24.200000762939453,INTC
2025-03-26,23.420000076293945,INTC
2025-03-27,23.6200008392334,INTC
2025-03-28,22.709999084472656,INTC
2025-03-31,22.709999084472656,INTC
2025-04-01,22.049999237060547,INTC
2025-04-02,21.979999542236328,INTC
2025-04-03,22.43000030517578,INTC
2025-04-04,19.850000381469727,INTC
2025-04-07,19.56999969482422,INTC
2025-04-08,18.1299991607666,INTC
2025-04-09,21.530000686645508,INTC
2025-04-10,19.8799991607666,INTC
2025-04-11,19.739999771118164,INTC
2025-04-14,20.309999465942383,INTC
2025-04-15,19.850000381469727,INTC
2025-04-16,19.229999542236328,INTC
2025-04-17,18.93000030517578,INTC
2025-04-21,18.84000015258789,INTC
2025-04-22,19.510000228881836,INTC
2025-04-23,20.59000015258789,INTC
2025-04-24,21.489999771118164,INTC
2025-04-25,20.049999237060547,INTC
2025-04-28,20.510000228881836,INTC
2025-04-29,20.34000015258789,INTC
2025-04-30,20.100000381469727,INTC
2025-05-01,19.979999542236328,INTC
2025-05-02,20.6200008392334,INTC
2025-05-05,20.270000457763672,INTC
2025-05-06,19.940000534057617,INTC
2025-05-07,20.309999465942383,INTC
2025-05-08,21.0,INTC
2025-05-09,21.420000076293945,INTC
2025-05-12,22.18000030517578,INTC
2025-05-13,22.559999465942383,INTC
2025-05-14,21.520000457763672,INTC
2025-05-15,21.549999237060547,INTC
2025-05-16,21.65999984741211,INTC
2025-05-19,21.3799991607666,INTC
2025-05-20,21.270000457763672,INTC
2025-05-21,20.690000534057617,INTC
2025-05-22,20.549999237060547,INTC
2025-05-23,20.049999237060547,INTC
2025-05-27,20.549999237060547,INTC
2025-05-28,20.3700008392334,INTC
2025-05-29,20.25,INTC
2025-05-30,19.549999237060547,INTC
2025-06-02,19.739999771118164,INTC
2025-06-03,20.290000915527344,INTC
2025-06-04,20.25,INTC
2025-06-05,19.989999771118164,INTC
2025-06-06,20.059999465942383,INTC
2025-06-09,20.479999542236328,INTC
2025-06-10,22.079999923706055,INTC
2025-06-11,20.68000030517578,INTC
2025-06-12,20.770000457763672,INTC
2025-06-13,20.139999389648438,INTC
2025-06-16,20.739999771118164,INTC
2025-06-17,20.799999237060547,INTC
2025-06-18,21.489999771118164,INTC
2025-06-20,21.079999923706055,INTC
2025-06-23,21.190000534057617,INTC
2025-06-24,22.549999237060547,INTC
2025-06-25,22.200000762939453,INTC
2025-06-26,22.5,INTC
2025-06-27,22.690000534057617,INTC
2025-06-30,22.399999618530273,INTC
2025-07-01,22.850000381469727,INTC
2025-07-02,21.8799991607666,INTC
2025-07-03,22.489999771118164,INTC
2025-07-07,22.0,INTC
2025-07-08,23.59000015258789,INTC
2025-07-09,23.440000534057617,INTC
2025-07-10,23.81999969482422,INTC
2025-07-11,23.43000030517578,INTC
2025-07-14,23.299999237060547,INTC
2025-07-15,22.920000076293945,INTC
2025-07-16,22.690000534057617,INTC
2025-07-17,22.799999237060547,INTC
2025-07-18,23.100000381469727,INTC
2025-07-21,23.260000228881836,INTC
2025-07-22,23.239999771118164,INTC
2025-07-23,23.489999771118164,INTC
2025-07-24,22.6299991607666,INTC
2025-07-25,20.700000762939453,INTC
2025-07-28,20.68000030517578,INTC
2025-07-29,20.40999984741211,INTC
2025-07-30,20.34000015258789,INTC
2025-07-31,19.799999237060547,INTC
2025-08-01,19.309999465942383,INTC
2025-08-04,19.5,INTC
2025-08-05,20.190000534057617,INTC
2025-08-06,20.40999984741211,INTC
2025-08-07,19.770000457763672,INTC
2025-08-08,19.950000762939453,INTC
2025-08-11,20.649999618530273,INTC
2025-08-12,21.809999465942383,INTC
2025-08-13,22.219999313354492,INTC
2025-08-14,23.860000610351562,INTC
2025-08-15,24.559999465942383,INTC
2025-08-18,23.65999984741211,INTC
2025-08-19,25.309999465942383,INTC
2025-08-20,23.540000915527344,INTC
2025-08-21,23.5,INTC
2025-08-22,24.799999237060547,INTC
2025-08-25,24.549999237060547,INTC
2025-08-26,24.350000381469727,INTC
2025-08-27,24.850000381469727,INTC
2025-08-28,24.93000030517578,INTC
2025-08-29,24.350000381469727,INTC
2025-09-02,24.209999084472656,INTC
2025-09-03,24.0,INTC
2025-09-04,24.610000610351562,INTC
2025-09-05,24.489999771118164,INTC
2025-09-08,24.479999542236328,INTC
2025-09-09,24.440000534057617,INTC
2025-09-10,24.770000457763672,INTC
2025-09-11,24.610000610351562,INTC
2025-09-12,24.079999923706055,INTC
2025-09-15,24.770000457763672,INTC
2025-09-16,25.270000457763672,INTC
2025-09-17,24.899999618530273,INTC
2025-09-18,30.56999969482422,INTC
2025-09-19,29.579999923706055,INTC
2025-09-22,28.760000228881836,INTC
2025-09-23,29.34000015258789,INTC
2025-09-24,31.219999313354492,INTC
2025-09-25,33.9900016784668,INTC
2025-09-26,35.5,INTC
2025-09-29,34.47999954223633,INTC
2025-09-30,33.54999923706055,INTC
2025-10-01,35.939998626708984,INTC
2025-10-02,37.29999923706055,INTC
2025-10-03,36.83000183105469,INTC
2025-10-06,36.59000015258789,INTC
2025-10-07,37.16999816894531,INTC
2025-10-08,37.43000030517578,INTC
2025-10-09,37.79999923706055,INTC
2025-10-10,36.369998931884766,INTC
2025-10-13,37.220001220703125,INTC
2025-10-14,35.630001068115234,INTC
2025-10-15,37.150001525878906,INTC
2025-10-16,36.84000015258789,INTC
2025-10-17,37.0099983215332,INTC
2025-10-20,38.099998474121094,INTC
2025-10-21,38.119998931884766,INTC
2025-10-22,36.91999816894531,INTC
2025-10-23,38.15999984741211,INTC
2025-10-24,38.279998779296875,INTC
2025-10-27,39.540000915527344,INTC
2025-10-28,41.529998779296875,INTC
2025-10-29,41.34000015258789,INTC
2025-10-30,40.15999984741211,INTC
2025-10-31,39.9900016784668,INTC
2025-11-03,39.5,INTC
2025-11-04,37.029998779296875,INTC
2025-11-05,38.380001068115234,INTC
2025-11-06,37.2400016784668,INTC
2025-11-07,38.130001068115234,INTC
2025-11-10,38.45000076293945,INTC
2025-11-11,37.880001068115234,INTC
2025-11-12,37.88999938964844,INTC
